Identifier	Character	Dialogue	Filename	Line Number
scene5_948dbb19	pro	To understand so I can reach in, and grasp but a microcosm of that power for myself.	game/scripts/parsed_05_alf scene5.rpy	102
scene5_080d5955	bp	Is this how you introduce yourself to every girl…?	game/scripts/parsed_05_alf scene5.rpy	106
scene5_133cfedd	bp	Ever heard of ‘hello, how are you?’	game/scripts/parsed_05_alf scene5.rpy	108
scene5_d52b4814		Under Beepy’s piercing, incredulous look, I felt my resolve ebb away.	game/scripts/parsed_05_alf scene5.rpy	111
scene5_388ec62f		Eventually, she shrugged her shoulders.	game/scripts/parsed_05_alf scene5.rpy	112
scene5_f5495502	bp	Well, it's not complicated. Demons are supposed to coerce humans into indulging their vices.	game/scripts/parsed_05_alf scene5.rpy	116
scene5_6819e3c5	bp	Sooo… I'm a demon of sloth, so it's pretty much me being cute and lazy. I don't know what else to tell you, uguu~	game/scripts/parsed_05_alf scene5.rpy	120
scene5_1e94b5a2		Even her uguu sounded disingenuous! Why couldn’t I get S⛧Tan? Either way...	game/scripts/parsed_05_alf scene5.rpy	123
scene5_29f29dc8	pro	That… can't be all. You're a demon, right?	game/scripts/parsed_05_alf scene5.rpy	126
scene5_e4f05c71	bp	Well, no. I have other talents.	game/scripts/parsed_05_alf scene5.rpy	130
scene5_1fa0b4d1	bp	I have an eidetic memory - though it's pretty much dedicated to takeout menus.	game/scripts/parsed_05_alf scene5.rpy	133
scene5_01cd3e84	pro	This is ridiculous! What am I supposed to do with a-a demon that just eats and sleeps!?	game/scripts/parsed_05_alf scene5.rpy	137
scene5_d053ac74	bp	I ‘ono. I kinda like having a roommate.	game/scripts/parsed_05_alf scene5.rpy	141
scene5_2325783a	bp	Sorry for disappointing you, I guess? I should probably be more sprightly and upbeat like Satan is…	game/scripts/parsed_05_alf scene5.rpy	144
scene5_0e4f0cb3	bp	Buuuut I really don't have the energy for it.	game/scripts/parsed_05_alf scene5.rpy	148
scene5_55478f55	pro	You mean, uh, S⛧Tan?	game/scripts/parsed_05_alf scene5.rpy	152
scene5_a00e0c6c	bp	...Yes, her.	game/scripts/parsed_05_alf scene5.rpy	156
scene5_36693180		She grimaced at the sound of that tacky name. Truth be told, it was obtuse just to say aloud.	game/scripts/parsed_05_alf scene5.rpy	159
scene5_b1ad7ce6	pro	I was wondering if you actually knew each other.	game/scripts/parsed_05_alf scene5.rpy	162
scene5_f930d2be	bp	Siblings. We're siblings. She's always been one to try and force everyone into doing whatever weird shit she feels like.	game/scripts/parsed_05_alf scene5.rpy	166
scene5_5974bb77	bp	Even her… dumb idol troupe thing. It's way too much effort to deal with.	game/scripts/parsed_05_alf scene5.rpy	170
scene5_210c973f	pro	Wait, what idol troupe? Y-You're in on it, aren’t you?	game/scripts/parsed_05_alf scene5.rpy	174
scene5_39d7e0e5	bp	...You're better off not knowing the details. Trust me.	game/scripts/parsed_05_alf scene5.rpy	178
scene5_eb16e6c7	pro	B-But it's my mandate as a Demon Lord! To… to bring and bear the deceits of the truth!	game/scripts/parsed_05_alf scene5.rpy	182
scene5_78492633	bp	What does that even mean? Seriously, forget it; it's dumb.	game/scripts/parsed_05_alf scene5.rpy	186
scene5_3e138f57		She continued to half-heartedly dodge the issue, but the discomfort in her face was palpable.	game/scripts/parsed_05_alf scene5.rpy	189
scene5_46b18f80		Smirking to myself, I had identified a chink in her armour - away to render her defences moot and reduce her life points to zero.	game/scripts/parsed_05_alf scene5.rpy	191
scene5_5abad113	pro	...She must have a fair bit of sway over you to get you to dress up like that.	game/scripts/parsed_05_alf scene5.rpy	194
scene5_663f999a	bp	Aaaagh, stooop…	game/scripts/parsed_05_alf scene5.rpy	198
scene5_3ed2810c		She groaned, burying her head into a pillow.	game/scripts/parsed_05_alf scene5.rpy	203
scene5_f008d08f	pro	I gotta say, that sounds positively adorable~	game/scripts/parsed_05_alf scene5.rpy	206
scene5_d15599d7	bp	Noooo, it's embarrassinggg…	game/scripts/parsed_05_alf scene5.rpy	211
scene5_14aa4f4c		This change in behaviour was absolutely delicious - especially given the dumb looks Beepy had given me so far. In fact, it all felt deliciously karmic.	game/scripts/parsed_05_alf scene5.rpy	213
scene5_9af1b45e	bp	She's so insistent, and just begs and begs and... Ugh, it's annoying!	game/scripts/parsed_05_alf scene5.rpy	216
scene5_90f6cb0d	bp	You can hold out for a hundred years - but eventually, you have to cave just to shut her up.	game/scripts/parsed_05_alf scene5.rpy	219
scene5_0d5501ca	pro	Oh, huh... It's not some dark brainwashing power, she's just… bratty.	game/scripts/parsed_05_alf scene5.rpy	222
scene5_c2606fc8		That revelation was particularly disappointing. I had hoped to maybe harness her powers of suggestion for myself.	game/scripts/parsed_05_alf scene5.rpy	224
scene5_21b5c4bf		Apparently, it amounts to begging until you get what you want. Who could've known?	game/scripts/parsed_05_alf scene5.rpy	225
scene5_62a853f8	bp	Hoo… Alright, whatever, I'll deal.	game/scripts/parsed_05_alf scene5.rpy	231
scene5_d4c00ae3	bp	Now, let's hear something from you.	game/scripts/parsed_05_alf scene5.rpy	234
scene5_966d48d3	pro	What? Why me?	game/scripts/parsed_05_alf scene5.rpy	238
scene5_c84b0376	bp	We're getting to know each other, right? Generally, {i}normal{/i} people try to learn more about each other.	game/scripts/parsed_05_alf scene5.rpy	242
scene5_5d8cf1bf	pro	D-Don't condescend to me! I'm your master, after all! I cannot tolerate that level of in-insubordination from my underlings!	game/scripts/parsed_05_alf scene5.rpy	246
scene5_42bba225	bp	Oh sweetie, you're not a high enough level to order me around like that…	game/scripts/parsed_05_alf scene5.rpy	250
scene5_b610d055		She was smiling! This… This harpy…!	game/scripts/parsed_05_alf scene5.rpy	252
scene5_13c9da42	bp	C'mon, what's your game? Why go through all of the effort of a demon summoning thingamabob?	game/scripts/parsed_05_alf scene5.rpy	256
scene5_b52465e3	bp	There was a point to it all, right…?	game/scripts/parsed_05_alf scene5.rpy	259
scene5_7b506f13	pro	Uh…	game/scripts/parsed_05_alf scene5.rpy	263
scene5_c87594df	pro	...Actually, yes. That’s right.	game/scripts/parsed_05_alf scene5.rpy	266
scene5_601cc497	pro	This entire exercise was born from a wager - a game with implications for the entirety of this fleeting, rotting world.	game/scripts/parsed_05_alf scene5.rpy	269
scene5_2d0f04fc	bp	...Really?	game/scripts/parsed_05_alf scene5.rpy	273
scene5_b205c828		There’s that… that {i}look{/i} again! Her sardonic judgement only made me up the ante.	game/scripts/parsed_05_alf scene5.rpy	276
scene5_1c4e063f	pro	Ufufu… Yes, it is difficult to discern the truth of reality's whims from such a narrowed looking glass.	game/scripts/parsed_05_alf scene5.rpy	279
scene5_260fc7ba	pro	I will not bore you with the earth-shattering details… But everything happens for a reason.	game/scripts/parsed_05_alf scene5.rpy	282
scene5_903f2a65	pro	This entire meeting was not through providence alone; it was thanks to the machinations of Sebastian Wolfgang IV!	game/scripts/parsed_05_alf scene5.rpy	285
scene5_5ed011d2	bp	...That's one of the {i}dumbest{/i} things I've ever heard - and S⛧Tan says some dumb crap.	game/scripts/parsed_05_alf scene5.rpy	289
scene5_c498aa6e	pro	For what is providence but an attempt to overturn luck - that folly - through sheer force of will? The gods made every effort to handicap me, but I outwitted them at every turn!	game/scripts/parsed_05_alf scene5.rpy	293
scene5_3df8e830	bp	You're not even listening anymore, are you…?	game/scripts/parsed_05_alf scene5.rpy	297
scene5_37a44ac4	pro	Yes! The game is already won, so I need only to claim my prize! The crown and the deed to this entire pla--	game/scripts/parsed_05_alf scene5.rpy	301
scene5_8559282f	bp	Ugh, stoooop, please! Jeez, are we really going to keep up this tired old charade?	game/scripts/parsed_05_alf scene5.rpy	305
scene5_cd0b581a	bp	Sheesh, get over yourself.	game/scripts/parsed_05_alf scene5.rpy	309
scene5_af67cb65	pro	...Wha?	game/scripts/parsed_05_alf scene5.rpy	313
scene5_9cee0f25	bp	Like… don't you have hobbies? Like, {i}normal{/i} hobbies?	game/scripts/parsed_05_alf scene5.rpy	317
scene5_cf43c524	pro	Ah-- I don't understand.	game/scripts/parsed_05_alf scene5.rpy	321
scene5_39c5550c	pro	What would an exalted demon lord have any use for--	game/scripts/parsed_05_alf scene5.rpy	324
scene5_593b50ef	bp	Manga, video games, porn, anything! I don’t care what, just stop!	game/scripts/parsed_05_alf scene5.rpy	328
scene5_9992a417	bp	Y'know sometimes I have to read some freaky stuff just to doze off… i-if I'm in the mood for it, I mean.	game/scripts/parsed_05_alf scene5.rpy	332
scene5_a8ca1fa3	pro	{i}W-What.{/i}	game/scripts/parsed_05_alf scene5.rpy	336
scene5_30ae7dbe	bp	...I mean, I'm not ashamed of it.	game/scripts/parsed_05_alf scene5.rpy	340
scene5_047003f3	pro	You… sure you're a demon of sloth?	game/scripts/parsed_05_alf scene5.rpy	344
scene5_ea9c2bee	bp	We all have our urges!	game/scripts/parsed_05_alf scene5.rpy	348
scene5_66a52771	bp	Whatever. I don't really wanna bother just sitting here, getting judged by some loose chuuni prude.	game/scripts/parsed_05_alf scene5.rpy	352
scene5_43330e14	bp	Talking like this turned out to be way boring. Your gimmick's just… really tired, man.	game/scripts/parsed_05_alf scene5.rpy	355
scene5_c831d8ac	bp	I'm gonna see what else is in the house. Catch you later, {i}Sir Demon Lord{/i} or whatever.	game/scripts/parsed_05_alf scene5.rpy	359
scene5_c3b4f73a		Untangling herself from the covers, she strode to the door and left me to my thoughts once more.	game/scripts/parsed_05_alf scene5.rpy	367
scene5_05b0ed6b	pro	...	game/scripts/parsed_05_alf scene5.rpy	370
scene5_f49c8a4e		What… {i}is{/i} she? Can she even talk to me like that?	game/scripts/parsed_05_alf scene5.rpy	372
scene5_03143b59		I should feel disgraced or insulted, but I feel like a failure instead.	game/scripts/parsed_05_alf scene5.rpy	373
scene5_18de4b65	pro	...Tch. Basic emotions. I should redouble my efforts.	game/scripts/parsed_05_alf scene5.rpy	376
scene5_2f578318	pro	I have a plan, after all. This uppity… {i}upstart{/i} can't derail them now!	game/scripts/parsed_05_alf scene5.rpy	380
scene5_e579ae57	pro	Yes. She is the proof I need.	game/scripts/parsed_05_alf scene5.rpy	383
scene5_05523af2	pro	I should continue to monitor her…	game/scripts/parsed_05_alf scene5.rpy	386
scene5_84b7987c		For whatever reason, I couldn’t put as much heart into my evil schemes as I usually can.	game/scripts/parsed_05_alf scene5.rpy	388
scene5_fa7a385c		The things Beepy said…I might as well have been talking to Yumi.	game/scripts/parsed_05_alf scene5.rpy	389
scene5_5dbe5d43	pro	No. They are blind to see the... the uh, the entropic circling of the stars above. It… {i}must{/i} be so.	game/scripts/parsed_05_alf scene5.rpy	392
scene5_ed8505c5	pro	Yeah. Exactly. I got this.	game/scripts/parsed_05_alf scene5.rpy	395
scene5_c136d810		There is a divine purpose to this, after all. I cannot allow my plans to be foiled so easily.	game/scripts/parsed_05_alf scene5.rpy	397
scene5_68d56869	sis	{b}Makoto!{/b} Are you still in your room!?	game/scripts/parsed_05_alf scene5.rpy	401
scene5_386fb40d	pro	Crap!	game/scripts/parsed_05_alf scene5.rpy	404
scene5_0551aad4		Blasted spawn! If only we hadn't shared the same progenitors.	game/scripts/parsed_05_alf scene5.rpy	406
scene5_f4368adc		Alas, poor Yumi. She never had the mind to realize her greatness… I can’t help but pity her.	game/scripts/parsed_05_alf scene5.rpy	407
scene5_39c9586c		Rising from my bed, I turn to the door with a mighty flourish…	game/scripts/parsed_05_alf scene5.rpy	409
scene5_6c6e853f		{b}{i}CRASH!{/i}{/b}	game/scripts/parsed_05_alf scene5.rpy	413
scene5_1bc4e918		...Aaaand my cape caught the fan on my desk. My head immediately jerked to see the it clatter to the floor.	game/scripts/parsed_05_alf scene5.rpy	415
scene5_05b58838	pro	...Shit.	game/scripts/parsed_05_alf scene5.rpy	418
scene5_8f102a9d		Straightening my clothes, I make my way back out into the hallway…	game/scripts/parsed_05_alf scene5.rpy	420
scene6_48125413		Sure enough, Yumi was waiting for me.	game/scripts/parsed_06 scene6.rpy	7
scene6_72b78b52		I thought her time-out was supposed to relax her, but instead it just wound her up even tighter.	game/scripts/parsed_06 scene6.rpy	8
scene6_bff2a91b	pro	I must say, Sis, your evil energies are shining ever more radiantly today…	game/scripts/parsed_06 scene6.rpy	11
scene6_d17d101e	sis	Shut up. Are you ready to come clean about who this girl is?	game/scripts/parsed_06 scene6.rpy	15
scene6_a5d2e73e	pro	What girl? This is all a dream, right?	game/scripts/parsed_06 scene6.rpy	19
scene6_dbd1af8f	sis	Erghh! She {i}just{/i} walked by me! She's pillaging our kitchen right now!	game/scripts/parsed_06 scene6.rpy	23
scene6_e173ec60	sis	Where'd you even find her!? Is it some sleazy dating site for edgy little creeps like you?	game/scripts/parsed_06 scene6.rpy	27
scene6_f2739ccf	pro	Hey now, that's going a little far! I'm of average height for someone my age!	game/scripts/parsed_06 scene6.rpy	31
scene6_23cdf199	sis	Is that's really the part you're taking issue with…?	game/scripts/parsed_06 scene6.rpy	35
scene6_a7aead4f	pro	Besides, didn't I already introduce you two?	game/scripts/parsed_06 scene6.rpy	39
scene6_454cf403	sis	Yeah, Beepy or whatever..	game/scripts/parsed_06 scene6.rpy	43
scene6_6a26302e	sis	She's not, like, {i}actually{/i} a demon of sloth, right? Did you pay her to play out your sick-minded roleplay or something?	game/scripts/parsed_06 scene6.rpy	46
scene6_58bda2cd	pro	I-It's not a roleplay! She's actually a demon!	game/scripts/parsed_06 scene6.rpy	50
scene6_d1f687ff	sis	Rrgh… I hate to admit it, but…	game/scripts/parsed_06 scene6.rpy	54
scene6_6f8d9c8a	sis	...I might have to believe you.	game/scripts/parsed_06 scene6.rpy	59
scene6_7ea59fa9	pro	...Really?	game/scripts/parsed_06 scene6.rpy	63
scene6_25beff08		This was weird. My sister had always been skeptical of my dark magic.	game/scripts/parsed_06 scene6.rpy	65
scene6_82c17085		Usually she'd just dismiss it as some kind of dorky LARPing thing; she never understood before, so why start now?	game/scripts/parsed_06 scene6.rpy	66
scene6_ca0fca5e	sis	...I mean, I considered other explanations, but I really can't believe them either.	game/scripts/parsed_06 scene6.rpy	70
scene6_8f5c2f87	sis	Like… she can't be your cosplayer girlfriend, for one.	game/scripts/parsed_06 scene6.rpy	74
scene6_ed340281	pro	W-What!? {b}Girlfriend?{/b}	game/scripts/parsed_06 scene6.rpy	79
scene6_ed937145	sis	Yeah, you don't really have the charisma for that. Or the personality. Or, well, anything that a girl would want.	game/scripts/parsed_06 scene6.rpy	83
scene6_65f3ed3f	pro	Th-Thanks for the vote of confidence, sis.	game/scripts/parsed_06 scene6.rpy	89
scene6_5b81840b	sis	Heheh. I call it like it is~	game/scripts/parsed_06 scene6.rpy	93
scene6_6f9ab77a		Stupid Yumi. Always teasing me like this.	game/scripts/parsed_06 scene6.rpy	96
scene6_fd9ec1b1		The worst part is that she possesses a demon lord’s blood inside of her. By sorceror law, I can't bring harm to her.	game/scripts/parsed_06 scene6.rpy	97
scene6_88888a2b		She is a lucky, utterly oblivious sort. I curse that fact frequently.	game/scripts/parsed_06 scene6.rpy	98
scene6_1c4d4f6f		...She also has a good foot on me, so if I tried… she could probably throw me pretty far.	game/scripts/parsed_06 scene6.rpy	99
scene6_31b0c358	sis	Yeah, there's no way you could land a girl as cute as her.	game/scripts/parsed_06 scene6.rpy	103
scene6_7838ff14	pro	'C-Cute?' She's an extremely powerful demon, you realize.	game/scripts/parsed_06 scene6.rpy	107
scene6_e91e6947	sis	D-Did I say cute? I mean, ah… um…	game/scripts/parsed_06 scene6.rpy	112
scene6_268701d2	sis	J-Joking aside… this demon business is hard to swallow, Makoto.	game/scripts/parsed_06 scene6.rpy	116
scene6_80579155	sis	I guess you're going to tell me you summoned her or some shit.	game/scripts/parsed_06 scene6.rpy	120
scene6_ac4653ef	pro	Actually, yeah, that's exactly it. The altar was in the garage, you saw it.	game/scripts/parsed_06 scene6.rpy	124
scene6_06881260	sis	Oi… Sticking to that story, huh…	game/scripts/parsed_06 scene6.rpy	128
scene6_e61f4c9e	sis	I can't believe you. I thought Mom and Dad explicitly told you that bringing evil beings and spirits into our house was off-limits!	game/scripts/parsed_06 scene6.rpy	132
scene6_dcdeb759	pro	What makes you think Beepy's evil, though?	game/scripts/parsed_06 scene6.rpy	136
scene6_d03f9584	sis	...Excuse me? You keep calling her a demon, right?	game/scripts/parsed_06 scene6.rpy	140
scene6_afa327c5	pro	Well, yeah, she is, but that doesn't make her evil by default.	game/scripts/parsed_06 scene6.rpy	144
scene6_4ae4da11	pro	You're coming off as a little judgmental there, Yumi.	game/scripts/parsed_06 scene6.rpy	148
scene6_25940773	sis	You brat…!	game/scripts/parsed_06 scene6.rpy	152
scene6_01e4664b		Yumi grimaced visibly, and I could immediately tell I had the upper hand in this battle of ours.	game/scripts/parsed_06 scene6.rpy	155
scene6_49aca631	sis	Alright, let's just assume she's {i}actually{/i} a demon, I guess. I don't believe it, but for the sake of argument...	game/scripts/parsed_06 scene6.rpy	159
scene6_69db507b	pro	Devil's advocate, in a nutshell.	game/scripts/parsed_06 scene6.rpy	163
scene6_2cbddc8c	sis	Does everything have to be evil Satanic crap with you!? Let me finish!	game/scripts/parsed_06 scene6.rpy	167
scene6_1b528145	pro	Uhh, that's not really… Wh-Whatever, okay, so... what?	game/scripts/parsed_06 scene6.rpy	171
scene6_ef0e4c4c	sis	She's just visiting, right? She should probably go back to her place soon; it's getting dark and I need to cook.	game/scripts/parsed_06 scene6.rpy	175
scene6_f7ff7f3b	pro	Well, uh, I don't think that would work.	game/scripts/parsed_06 scene6.rpy	179
scene6_7b0ecd11	pro	She's technically my familiar, so she would probably have to stay with me.	game/scripts/parsed_06 scene6.rpy	182
scene6_10bd8a08	sis	...What? But there's nowhere she can stay! Mom and Dad would kill me twice over if they knew I let her sleep here!	game/scripts/parsed_06 scene6.rpy	186
scene6_dc282560	pro	She can't exactly sleep out on the streets, though…	game/scripts/parsed_06 scene6.rpy	190
scene6_0241fbc9	bp	I mean, I guess I could? Wouldn't be really comfortable, though. A bed would be so much nicer.	game/scripts/parsed_06 scene6.rpy	198
scene6_771d3cfe	pro	Wh-- Beepy!?	game/scripts/parsed_06 scene6.rpy	201
scene6_cf7d775d	sis	Wh-Wh-Where did you come from!?	game/scripts/parsed_06 scene6.rpy	205
scene6_07133559	bp	Heard my name. Juuust eavesdropping.	game/scripts/parsed_06 scene6.rpy	210
scene6_cda015b2	bp	But yeah, Makoto's right. I could use a place to stay.	game/scripts/parsed_06 scene6.rpy	214
scene6_c4d8a22b	bp	I mean, if that's not a problem. I assume you guys aren't, like, crazy fundamentalist Christians, right?	game/scripts/parsed_06 scene6.rpy	217
scene6_e735d672	pro	Well, we celebrate Christmas - but otherwise, not… really?	game/scripts/parsed_06 scene6.rpy	221
scene6_6938dd6c	sis	And if you wanna talk crazy, I mean… you've already met my brother, right?	game/scripts/parsed_06 scene6.rpy	225
scene6_e3088d39	bp	Oh, yeah, don't know how you put up with him. He's a huge dork.	game/scripts/parsed_06 scene6.rpy	230
scene6_d52793a6	sis	Right!? Finally, somebody says something about it!	game/scripts/parsed_06 scene6.rpy	234
scene6_cac6691f	sis	You know he never washes that cape, right?	game/scripts/parsed_06 scene6.rpy	238
scene6_8d8d3cb4	bp	Ohhh, I can tell…	game/scripts/parsed_06 scene6.rpy	243
scene6_de5e6711	pro	I’m right here!	game/scripts/parsed_06 scene6.rpy	246
scene6_84b2c386	sis	We know.	game/scripts/parsed_06 scene6.rpy	252
scene6_d638ce54	bp	We know.	game/scripts/parsed_06 scene6.rpy	256
scene6_916ceade		They shared a cheap laugh at my expense - likely the first of many	game/scripts/parsed_06 scene6.rpy	260
scene6_015c3420		Besides, capes ventilate themselves anyway, it's not a big deal!	game/scripts/parsed_06 scene6.rpy	261
scene6_58735236	bp	Say, we should probably talk about this over food. You guys wanna order a pizza?	game/scripts/parsed_06 scene6.rpy	265
scene6_6f97d0db	sis	Well, it's probably too late to cook something…	game/scripts/parsed_06 scene6.rpy	270
scene6_74e2439c	sis	But Makoto has to foot the bill.	game/scripts/parsed_06 scene6.rpy	274
scene6_dfc07e73	pro	Wha-- Why me!?	game/scripts/parsed_06 scene6.rpy	278
scene6_b39f9227	sis	Well, if your story is that you summoned her and stuff, you should probably take some more responsibility.	game/scripts/parsed_06 scene6.rpy	282
scene6_f41f3264	bp	Heh! She's got you there, Mister Demon Lord.	game/scripts/parsed_06 scene6.rpy	287
scene6_261c4186	pro	I-I have a title, you know…	game/scripts/parsed_06 scene6.rpy	290
scene6_66aca2d1	bp	C'mooon, I'm starving!	game/scripts/parsed_06 scene6.rpy	294
scene6_cdb36b8f	pro	Ugh… This is going to blow a huge hole in my wallet.	game/scripts/parsed_06 scene6.rpy	298
scene6_0c6ab8de	sis	Heh! This isn't actually so bad…	game/scripts/parsed_06 scene6.rpy	302
scene6_6d13c3b2		The three of us moved into the living room...	game/scripts/parsed_06 scene6.rpy	307
scene6_0e89fe95	bp	I want a large Hawaiian pizza! Oh, and {i}extra{/i} pineapple on top!	game/scripts/parsed_06 scene6.rpy	318
scene6_e09c5e29	sis	P-Pineapple on pizza? Wow, you really are a demon, aren't you…?	game/scripts/parsed_06 scene6.rpy	323
scene6_ff0b9c04	pro	Is that really the part you're taking issue with, Yumi!?	game/scripts/parsed_06 scene6.rpy	327
scene6_e703de38		After some deliberation, we placed the order and bided our time...	game/scripts/parsed_06 scene6.rpy	329
scene6_a20cefa7		...	game/scripts/parsed_06 scene6.rpy	333
scene6_d845a140		... ...	game/scripts/parsed_06 scene6.rpy	334
scene6_ef635018		... ... ...	game/scripts/parsed_06 scene6.rpy	335
scene7_62feca4f		Time passes quickly. Surprisingly, Beepy and Yumi get along with each other - even better than it initially seemed.	game/scripts/parsed_07 scene7.rpy	11
scene7_8ff5a31b		Though, I’m not thrilled that their relationship hinges on their mutual exasperation…	game/scripts/parsed_07 scene7.rpy	12
scene7_451918e4		When we're done eating, we all take seats in the dining room.	game/scripts/parsed_07 scene7.rpy	15
scene7_fb71ced6	sis	Alright, so to recap…	game/scripts/parsed_07 scene7.rpy	19
scene7_a69cc537	sis	Makoto performed some creepo summoning ritual…	game/scripts/parsed_07 scene7.rpy	22
scene7_1a9a2d0e	pro	Yes.	game/scripts/parsed_07 scene7.rpy	26
scene7_22ac4356	sis	...And actually managed to summon a demon.	game/scripts/parsed_07 scene7.rpy	30
scene7_3c7144a5	bp	Seems so.	game/scripts/parsed_07 scene7.rpy	35
scene7_a6327334	sis	...And you're still sticking with that story? That you're his 'familiar' or whatever?	game/scripts/parsed_07 scene7.rpy	40
scene7_65b3d9ad	bp	I mean… have you seen my tail? Do you wanna touch my horns?	game/scripts/parsed_07 scene7.rpy	45
scene7_eb3faa2e	sis	I-I don't think that's appropriate conduct for a first introduction.	game/scripts/parsed_07 scene7.rpy	50
scene7_416381e4	bp	It'd answer your questions, though...	game/scripts/parsed_07 scene7.rpy	55
scene7_5103f001	pro	None of this is fake, Yumi. How long is it going to be until you accept reality?	game/scripts/parsed_07 scene7.rpy	58
scene7_03a48842	bp	You probably think I'm some old man in a mask, trying to scare you off the property.	game/scripts/parsed_07 scene7.rpy	62
scene7_d2ae5c85	sis	No! I-It's not like that; I just… it's taking a little to wrap my head around this whole mess, hehe~!	game/scripts/parsed_07 scene7.rpy	66
scene7_8db0ff1d		Yumi was acting very strange around Beepy, but I can’t quite put my finger on it...	game/scripts/parsed_07 scene7.rpy	69
scene7_a826b479		Perhaps she was still awed by a true demon’s presence? ...I suppose any mortal would react as such.	game/scripts/parsed_07 scene7.rpy	71
scene7_27fb6430	sis	W-Well… I guess while you're here, you should stay. You can take the sofa if you like.	game/scripts/parsed_07 scene7.rpy	75
scene7_a4df3b5d	bp	Ah, sounds great. Thanks a bunch~	game/scripts/parsed_07 scene7.rpy	79
scene7_0a9d21fd	sis	And Makoto…	game/scripts/parsed_07 scene7.rpy	83
scene7_288ed814		As she turned to face me, her face twisted into a stern glare.	game/scripts/parsed_07 scene7.rpy	86
scene7_a582f498	sis	You're gonna work on fixing this whole summoning mess, right?	game/scripts/parsed_07 scene7.rpy	91
scene7_ef8c4a04	pro	What? But I need her to--	game/scripts/parsed_07 scene7.rpy	95
scene7_9f473bc3	sis	I'm talking about the crazy summoning crap in the garage! You need to clean that up before Mom and Dad find out!	game/scripts/parsed_07 scene7.rpy	99
scene7_1ee8096f	sis	Seriously, Makoto… Summoning demons while they're on their business trip; if they catch wind of it, you'll get in so much trouble…	game/scripts/parsed_07 scene7.rpy	103
scene7_5e3bb216		...If I were grounded indefinitely, it {i}would{/i} stall my plans for world domination.	game/scripts/parsed_07 scene7.rpy	106
scene7_9e9714f3	pro	I-I'll figure something out. Could you just keep quiet about all this for now?	game/scripts/parsed_07 scene7.rpy	109
scene7_19e176c4	sis	Hmph. I don't owe you anything, but… whatever.	game/scripts/parsed_07 scene7.rpy	113
scene7_d604c438	sis	Just remember: you brought her into this world, so you have to be the one to take her out!	game/scripts/parsed_07 scene7.rpy	117
scene7_bdf35601	bp	You, uh... Couldn't you word that any other way…?	game/scripts/parsed_07 scene7.rpy	122
scene7_5d38221e	pro	Understood. I'll find a way to reverse the process.	game/scripts/parsed_07 scene7.rpy	125
scene7_3163a6fd	bp	Thaaaat doesn't sound much better…	game/scripts/parsed_07 scene7.rpy	129
scene7_eaaae3a3		After that exchange, silence hung awkwardly over all of us.	game/scripts/parsed_07 scene7.rpy	132
scene7_690e55bd		It seems I had unwittingly formed a pact with my sister. I would have to resolve this situation in a timely manner.	game/scripts/parsed_07 scene7.rpy	133
scene7_f132b2c0		My progenitors will be absent for some time, so...	game/scripts/parsed_07 scene7.rpy	134
scene7_65a5144b		I'll have more than enough time to come up with a contingency plan.	game/scripts/parsed_07 scene7.rpy	135
scene7_a762a49a	sis	Makoto and I both have school tomorrow... We should think of getting to bed.	game/scripts/parsed_07 scene7.rpy	139
scene7_33540a7b	sis	Hey Beepy, do you want me to grab you a blanket? It gets chilly overnight!	game/scripts/parsed_07 scene7.rpy	143
scene7_dabf2820	bp	Nah, I can curl up just about anywhere. Thanks for the offer, though.	game/scripts/parsed_07 scene7.rpy	147
scene7_60bd783a	sis	Heh, no problem! Just-- Just want to make sure you're comfortable while you're here, haha~!	game/scripts/parsed_07 scene7.rpy	151
scene7_95cfe9ce		Why is my sister giggling like a lunatic?	game/scripts/parsed_07 scene7.rpy	155
scene7_82e44235	pro	Perhaps her fragile mind has already given in? I’m sure it cannot hope to comprehend the forces at play here...	game/scripts/parsed_07 scene7.rpy	158
scene7_cd6db4c8	sis	Huh? What'd you say?	game/scripts/parsed_07 scene7.rpy	162
scene7_3cfc91cf	pro	Nothing, nothing at all! I, too, must depart to my bed chambers.	game/scripts/parsed_07 scene7.rpy	166
scene7_461355f8	pro	...For tomorrow will be the beginning. The beginning of the end. Ufufu~	game/scripts/parsed_07 scene7.rpy	169
scene7_6de4e0e1	bp	Aw… I just got here, though…	game/scripts/parsed_07 scene7.rpy	173
scene7_0e571932	sis	He's just doing his monologuing thing again - and most of it's gibberish.	game/scripts/parsed_07 scene7.rpy	178
scene7_ae343fc4	pro	Ha. Soon you will come to realize that everything leading up to this point… it is all connected.	game/scripts/parsed_07 scene7.rpy	182
scene7_3fee53fa		With a dramatic flourish of my cape, I vanish like an ebony breeze caught by… by an errant consciousness. Or something.	game/scripts/parsed_07 scene7.rpy	186
scene7_4cba2896	bp	...Weirdo.	game/scripts/parsed_07 scene7.rpy	192
scene7_c83bce9f		With no one following me, I make a beeline to my room.	game/scripts/parsed_07 scene7.rpy	198
scene7_0b904359	pro	Finally, some privacy…	game/scripts/parsed_07 scene7.rpy	204
scene7_55249cca		Despite everything, my sanctum remains unsullied. The opportunity arises for me to reflect on events and chart a course for what lies ahead.	game/scripts/parsed_07 scene7.rpy	206
scene7_a639cb0d		What transpired at home so far has only been a distraction from my ultimate goal.	game/scripts/parsed_07 scene7.rpy	207
